OrdreID,"Booking ID",Annonse,Dato,Mva,"Pris ink. Mva",Hensikt,"Målgruppe rabatt",Opprettet,"Sist endret","Booking status","Betalings metode","Booking kommentar","Booking notater","Profile type","Org nummer","Kunde: Navn","Kunde: E-post","Kunde: Tlf","Kunde: Adresse","Kunde: Postnr","Kunde: By","Faktura: Navn","Faktura: E-post","Faktura: Tlf","Faktura: Adresse","Faktura: Postnr","Faktura: Navn","Annen informasjon"
20822,11055,"Sortlandshallen Sal 4","31 Mar 2024 16:00 - 31 Mar 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11055,"Sortlandshallen Sal 4","07 Apr 2024 16:00 - 07 Apr 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11055,"Sortlandshallen Sal 4","14 Apr 2024 16:00 - 14 Apr 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11055,"Sortlandshallen Sal 4","21 Apr 2024 16:00 - 21 Apr 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11055,"Sortlandshallen Sal 4","28 Apr 2024 16:00 - 28 Apr 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11055,"Sortlandshallen Sal 4","05 May 2024 16:00 - 05 May 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11055,"Sortlandshallen Sal 4","12 May 2024 16:00 - 12 May 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11055,"Sortlandshallen Sal 4","19 May 2024 16:00 - 19 May 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11055,"Sortlandshallen Sal 4","26 May 2024 16:00 - 26 May 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11055,"Sortlandshallen Sal 4","02 Jun 2024 16:00 - 02 Jun 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11055,"Sortlandshallen Sal 4","09 Jun 2024 16:00 - 09 Jun 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11054,"Sortlandshallen Sal 3","14 Jan 2024 16:00 - 14 Jan 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11054,"Sortlandshallen Sal 3","21 Jan 2024 16:00 - 21 Jan 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11054,"Sortlandshallen Sal 3","28 Jan 2024 16:00 - 28 Jan 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11054,"Sortlandshallen Sal 3","04 Feb 2024 16:00 - 04 Feb 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11054,"Sortlandshallen Sal 3","11 Feb 2024 16:00 - 11 Feb 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11054,"Sortlandshallen Sal 3","18 Feb 2024 16:00 - 18 Feb 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11054,"Sortlandshallen Sal 3","25 Feb 2024 16:00 - 25 Feb 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11054,"Sortlandshallen Sal 3","03 Mar 2024 16:00 - 03 Mar 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11054,"Sortlandshallen Sal 3","10 Mar 2024 16:00 - 10 Mar 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11054,"Sortlandshallen Sal 3","17 Mar 2024 16:00 - 17 Mar 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11054,"Sortlandshallen Sal 3","24 Mar 2024 16:00 - 24 Mar 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11054,"Sortlandshallen Sal 3","31 Mar 2024 16:00 - 31 Mar 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11054,"Sortlandshallen Sal 3","07 Apr 2024 16:00 - 07 Apr 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11054,"Sortlandshallen Sal 3","14 Apr 2024 16:00 - 14 Apr 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11054,"Sortlandshallen Sal 3","21 Apr 2024 16:00 - 21 Apr 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11054,"Sortlandshallen Sal 3","28 Apr 2024 16:00 - 28 Apr 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11054,"Sortlandshallen Sal 3","05 May 2024 16:00 - 05 May 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11054,"Sortlandshallen Sal 3","12 May 2024 16:00 - 12 May 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11054,"Sortlandshallen Sal 3","19 May 2024 16:00 - 19 May 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11054,"Sortlandshallen Sal 3","26 May 2024 16:00 - 26 May 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11054,"Sortlandshallen Sal 3","02 Jun 2024 16:00 - 02 Jun 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11054,"Sortlandshallen Sal 3","09 Jun 2024 16:00 - 09 Jun 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11053,"Sortlandshallen Sal 2","14 Jan 2024 16:00 - 14 Jan 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11053,"Sortlandshallen Sal 2","21 Jan 2024 16:00 - 21 Jan 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11053,"Sortlandshallen Sal 2","28 Jan 2024 16:00 - 28 Jan 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11053,"Sortlandshallen Sal 2","04 Feb 2024 16:00 - 04 Feb 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11053,"Sortlandshallen Sal 2","11 Feb 2024 16:00 - 11 Feb 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11053,"Sortlandshallen Sal 2","18 Feb 2024 16:00 - 18 Feb 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11053,"Sortlandshallen Sal 2","25 Feb 2024 16:00 - 25 Feb 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11053,"Sortlandshallen Sal 2","03 Mar 2024 16:00 - 03 Mar 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11053,"Sortlandshallen Sal 2","10 Mar 2024 16:00 - 10 Mar 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11053,"Sortlandshallen Sal 2","17 Mar 2024 16:00 - 17 Mar 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11053,"Sortlandshallen Sal 2","24 Mar 2024 16:00 - 24 Mar 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11053,"Sortlandshallen Sal 2","31 Mar 2024 16:00 - 31 Mar 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11053,"Sortlandshallen Sal 2","07 Apr 2024 16:00 - 07 Apr 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11053,"Sortlandshallen Sal 2","14 Apr 2024 16:00 - 14 Apr 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11053,"Sortlandshallen Sal 2","21 Apr 2024 16:00 - 21 Apr 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11053,"Sortlandshallen Sal 2","28 Apr 2024 16:00 - 28 Apr 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11053,"Sortlandshallen Sal 2","05 May 2024 16:00 - 05 May 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11053,"Sortlandshallen Sal 2","12 May 2024 16:00 - 12 May 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11053,"Sortlandshallen Sal 2","19 May 2024 16:00 - 19 May 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11053,"Sortlandshallen Sal 2","26 May 2024 16:00 - 26 May 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11053,"Sortlandshallen Sal 2","02 Jun 2024 16:00 - 02 Jun 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11053,"Sortlandshallen Sal 2","09 Jun 2024 16:00 - 09 Jun 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11052,"Sortlandshallen Sal 1","14 Jan 2024 16:00 - 14 Jan 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11052,"Sortlandshallen Sal 1","21 Jan 2024 16:00 - 21 Jan 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11052,"Sortlandshallen Sal 1","28 Jan 2024 16:00 - 28 Jan 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11052,"Sortlandshallen Sal 1","04 Feb 2024 16:00 - 04 Feb 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11052,"Sortlandshallen Sal 1","11 Feb 2024 16:00 - 11 Feb 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11052,"Sortlandshallen Sal 1","18 Feb 2024 16:00 - 18 Feb 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11052,"Sortlandshallen Sal 1","25 Feb 2024 16:00 - 25 Feb 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11052,"Sortlandshallen Sal 1","03 Mar 2024 16:00 - 03 Mar 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11052,"Sortlandshallen Sal 1","10 Mar 2024 16:00 - 10 Mar 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11052,"Sortlandshallen Sal 1","17 Mar 2024 16:00 - 17 Mar 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11052,"Sortlandshallen Sal 1","24 Mar 2024 16:00 - 24 Mar 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11052,"Sortlandshallen Sal 1","31 Mar 2024 16:00 - 31 Mar 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11052,"Sortlandshallen Sal 1","07 Apr 2024 16:00 - 07 Apr 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11052,"Sortlandshallen Sal 1","14 Apr 2024 16:00 - 14 Apr 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
20822,11052,"Sortlandshallen Sal 1","21 Apr 2024 16:00 - 21 Apr 2024 20:00",,Gratis,,,"2024-01-02 10:48:52","2024-01-02 10:49:16",paid,,,"SHBK søndag",company,993764051,"Sortland håndballklubb",post@sortlandhandballklubb.no,"47 97740928",,,," ",,97740928,"Pb 537 ",8400,Sortland,
